map	glycans	rescodes	nAtom	nC	nO	nN	nS	nP	nHal	nAromAtom	nRing	nAromRing	ringSizes	nCarbonyl	nEsterC	maxChainC	attach
*OCCCNC/6C	2	2	7	5	1	1	0	0	0	0	0	0	-	0	0	3	O
*OCCCNC^R(CCCCCC$8/12)OC(/11)OC(/9)CC$6/7C(CCCCCC$21/24)OC(/23)OC/6C/3=O	2	2	31	24	6	1	0	0	0	12	3	2	6,6,6	1	1	3	O
*OCCCNC^X(CCCCCC$8/12)OC(/11)OC(/9)CC$6/7C(CCCCCC$21/24)OC(/23)OC/6C/3=O	2	2	31	24	6	1	0	0	0	12	3	2	6,6,6	1	1	3	O
*OCCC^ROCCCCCCCCCCCCCCCC/7=O/5CCCCCCCCCCC/3=O	2	1	34	30	4	0	0	0	0	0	0	0	-	2	2	16	O
*OCCC^SCCO/7=O/5C/3=O	2	2	10	6	4	0	0	0	0	0	0	0	-	2	2	5	O
*OCCC^SCCO/7=O/5C/5O/3=O	2	1	11	6	5	0	0	0	0	0	0	0	-	2	2	5	O
*OCCC^XC/5O/3=O	2	2	7	4	3	0	0	0	0	0	0	0	-	1	1	4	O
*OCCC^XOCCCCCCCCCCCCCC/7=O/5CCCCCCCCCCC/3=O	2	1	32	28	4	0	0	0	0	0	0	0	-	2	2	14	O
*OCCN/3=O	2	2	5	2	2	1	0	0	0	0	0	0	-	1	1	2	O
*OCC^SCC/5C/4N/3=O	2	2	8	5	2	1	0	0	0	0	0	0	-	1	1	4	O
*OCC^SCCCCN/4N/3=O	2	2	10	6	2	2	0	0	0	0	0	0	-	1	1	6	O
*OCC^SCC^SCC^SCC^SCC^RCC^RCC^RCC^RC^XCCCCCCCCCCCCCCC/19O/18C/16C/14C/12C/10C/8C/6C/4C/3=O	2	2	43	40	3	0	0	0	0	0	0	0	-	1	1	32	O
*OCC^SCOCC/5=O/4CC=^XCCC^SCO*/15=O/14COCC/19=O/3=O	2	2	22	14	8	0	0	0	0	0	0	0	-	4	4	8	O
*OCC^SC^RC=^ECCCCCCCCCCCCCC/5O/4N	2	2	21	18	2	1	0	0	0	0	0	0	-	0	0	18	O
*OCC^XCC^XCC/6C/4C/3=O	2	2	10	8	2	0	0	0	0	0	0	0	-	1	1	6	O
*OCC^XC^XCCCCCCCC=^ECCCCCCC/5O/4CCCCCCCCCCCCCC/3=O	2	1	35	32	3	0	0	0	0	0	0	0	-	1	1	31	O
*OCC^XC^XCCCCCCCCCCCCCCCCCC=^ECCCCCCCCCCCCCCOC^XCCCCCCCCCCCCCCCCCC/39C/37=O/5O/4CCCCCCCCCCCCCCCCCCCCCCCCC/3=O	2	2	85	80	5	0	0	0	0	0	0	0	-	2	2	59	O
*OCN(CCCCCC$5/8)Br/3=O	2	2	11	7	2	1	0	0	1	6	1	1	6	1	1	1	O
*OCNC^SC^RCNS(CCCCCC$10/13)N/9=O/9=O/8CCC/20C/6O/5C(CCCCCC$25)/3=O	2	2	30	21	5	3	1	0	0	12	2	2	6,6	1	1	4	O
*OCO*/3(CCCCS$6)	2	2	8	5	2	0	1	0	0	5	1	1	5	0	0	1	O
*OCO*/3CC/6C	2	2	6	4	2	0	0	0	0	0	0	0	-	0	0	3	O
*OCO*/3CF/6F/6F	2	2	7	2	2	0	0	0	3	0	0	0	-	0	0	2	O
*OC^RCC^RCCCCCCCCCCC/5O/3O	2	2	17	14	3	0	0	0	0	0	0	0	-	0	0	14	O
*OC^RCNC^SCN/7=O/6C/4=O/3C	2	1	11	6	3	2	0	0	0	0	0	0	-	2	0	3	O
*OC^RCNC^SCNC^RC=O/10N/9CCCO/15=O/7=O/6C/4=O/3C	2	1	20	11	6	3	0	0	0	0	0	0	-	4	1	5	O
*OC^RCNC^SCNC^RCCCNC^SCO/15=O/14CCCCN/12=O/9C=O/24O/7=O/6C/4=O/3C	2	2	29	17	8	4	0	0	0	0	0	0	-	5	2	6	O
*OC^RCNC^SCNC^RCNC^SCO/13=O/12CCCCN/10=O/9CCCO/24=O/7=O/6C/4=O/3C	2	2	29	17	8	4	0	0	0	0	0	0	-	5	2	6	O
*OC^RCNC^SCNC^RCO/10=O/9CCCO/15=O/7=O/6C/4=O/3C	2	2	20	11	7	2	0	0	0	0	0	0	-	4	2	5	O
*OC^RC^RCC=^ZCC=^ECC^SC^RC^RC^RCCCCC/17C/17O/13C/12CC$10/11CCC$9/11C/6CC^R$3/29O/5=C/4O	2	2	31	27	4	0	0	0	0	0	3	0	5,6,6	0	0	7	O
*OC^RC^SC^SC^RN=^ZCN=C/8O$5/6C^R$3/12O/4CO	2	2	14	8	4	2	0	0	0	0	2	0	5,5	0	0	1	O
*OC^RC^SC^SC^RN=^ZCNC/9C/8O$5/6C^R$3/13O/4CO	2	1	15	9	4	2	0	0	0	0	2	0	5,5	0	0	1	O
*OC^RO*/3(CCCCCC$6/9)Cl(/7)Cl/3C(NCCNC$15)	2	2	17	11	2	2	0	0	2	11	2	2	5,6	0	0	2	O
*OC^SCCCCCCC$5/3CO/11=O	2	1	12	9	3	0	0	0	0	0	1	0	6	1	1	3	O
*OC^SC^SC^SC^SC=^ECC=^ZCCC^SCC^RC$10/14O/12O/11=C/7CCC$5/6CC$4/5C/3C	2	2	24	21	3	0	0	0	0	0	3	0	5,6,6	0	0	2	O
*OC^SO*/3(CCCCCC$6/9)Cl(/7)Cl/3C(NCCNC$15)	2	2	17	11	2	2	0	0	2	11	2	2	5,6	0	0	2	O
*OP/2$3	2	2	2	0	1	0	0	1	0	0	1	0	2	0	0	0	O
*OPNCCCl/3NCCCl/3=O	2	2	11	4	2	2	0	1	2	0	0	0	-	0	0	2	O
*OPO/3O/3S	2	2	5	0	3	0	1	1	0	0	0	0	-	0	0	0	O
*OP^SOC^SCO/6O/5C/3O/3=O	2	2	10	3	6	0	0	1	0	0	0	0	-	0	0	3	O
*OP^SOP^ROCCN/5O/5=O/3O/3=O	2	1	12	2	7	1	0	2	0	0	0	0	-	0	0	2	O
*OP^XCCN/3O/3=O	2	2	7	2	3	1	0	1	0	0	0	0	-	0	0	2	O
*OP^XCCNC/6C/6C/3O/3=O	2	2	10	5	3	1	0	1	0	0	0	0	-	0	0	2	O
*OP^XNCCCl/4CCCl/3N/3=O	2	2	11	4	2	2	0	1	2	0	0	0	-	0	0	2	O
*OP^XOC*/3O/3=O	2	2	6	1	4	0	0	1	0	0	0	0	-	0	0	1	O
*OP^XOC/3O/3=O	2	2	6	1	4	0	0	1	0	0	0	0	-	0	0	1	O
*OP^XOCCNC/3O/3=O	2	2	9	3	4	1	0	1	0	0	0	0	-	0	0	2	O
*OP^XOCCNCCCCCCCCCCCCCCCCCCCC/8=O/3=O/3O	2	2	29	22	5	1	0	1	0	0	0	0	-	1	0	20	O
*OP^XOC^SCNC^SCO/9=O/8CCCO/14=O/6=O/5C/3O/3=O	2	2	19	8	9	1	0	1	0	0	0	0	-	3	2	5	O
*OP^XOC^SCNC^SCO/9=O/8CCCO/14=O/6=O/5CCCO/20=O/3=O/3O	2	1	23	10	11	1	0	1	0	0	0	0	-	4	3	5	O
*OP^XOC^SCO/6=O/5C/3O/3=O	2	2	10	3	6	0	0	1	0	0	0	0	-	1	1	3	O
*OP^XOP^XCPO/7O/7=O/5O/5=O/3O/3=O	2	2	13	1	9	0	0	3	0	0	0	0	-	0	0	1	O
*OP^XOP^XO*/5O/5=O/3O/3=O	2	2	9	0	7	0	0	2	0	0	0	0	-	0	0	0	O
*OP^XOSeO/5=O/5=O/3O/3=O	2	2	9	0	7	0	0	1	0	0	0	0	-	0	0	0	O
*P	2	2	1	0	0	0	0	1	0	0	0	0	-	0	0	0	P
*P^XOCCNC/6C/6C/2O/2=O	2	2	10	5	3	1	0	1	0	0	0	0	-	0	0	2	P
*S(CCCCCC$3/6)NCOCC/10=O	2	2	13	9	2	1	1	0	0	6	1	1	6	1	1	2	S
*SCC/3=O	2	2	4	2	1	0	1	0	0	0	0	0	-	1	0	2	S
*SCC^RCO/5=O/4N	2	2	7	3	2	1	1	0	0	0	0	0	-	1	1	3	S
*(CCCCCC$2/3)CO/8=O	1	1	9	7	2	0	0	0	0	6	1	1	6	1	1	1	C
*(CCCCCC$2/4)COCC($3)/8=O	1	1	11	9	2	0	0	0	0	6	2	1	6,6	1	1	0	C
*(CCCCCC$2/4)OC	1	1	8	7	1	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCCC$2/5)Br(/3)*	1	1	7	6	0	0	0	0	1	6	1	1	6	0	0	0	C
*(CCCCCC$2/5)CC/8C/8C	1	1	10	10	0	0	0	0	0	6	1	1	6	0	0	3	C
*(CCCCCC$2/5)CCCCCC$8	1	1	12	12	0	0	0	0	0	6	2	1	6,6	0	0	0	C
*(CCCCCC$2/5)CCCO(/4)OC	1	1	12	10	2	0	0	0	0	6	1	1	6	0	0	3	C
*(CCCCCC$2/5)N	1	1	7	6	0	1	0	0	0	6	1	1	6	0	0	0	C
*(CCCCCC$2/5)NC^RCC^SNC=^ECCNC=^ZN$13/17N/15=O/14N$10/11C/9C	1	1	22	15	1	6	0	0	0	6	3	1	6,6,6	1	0	2	C
*(CCCCCC$2/5)NC^RC^RNC=^ECN=^ZCNC$12/17=O/15N/13NC^S$10/21C/11=^EC$8/9C	1	1	23	16	1	6	0	0	0	6	4	1	5,6,6,6	1	0	1	C
*(CCCCCC$2/5)NC^RC^RNC=^ECN=^ZCNC$12/17=O/15N/13NC^S$10/21C/11C$8/9C	1	1	23	16	1	6	0	0	0	6	4	1	5,6,6,6	1	0	1	C
*(CCCCCC$2/5)NC^RC^RNC=^ECNC=^ZNC$12/17=O/15N/13NC^S$10/21C/11C$8/9C	1	1	23	16	1	6	0	0	0	6	4	1	5,6,6,6	1	0	1	C
*(CCCCCC$2/5)NC^RC^XNC=^ECN=^ZCNC$12/17=O/15N/13NC^S$10/21C/11C=O/9C	1	1	24	16	2	6	0	0	0	6	3	1	6,6,6	2	0	2	C
*(CCCCCC$2/5)O(/4)C=^ZCCO($3)/11C/11C	1	1	13	11	2	0	0	0	0	6	2	1	6,6	0	0	1	C
*(CCCCCC$2/5)O(/4)CC=CC/11C(/3)OC	1	1	14	12	2	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/5)O(/4)CC=^ECCCC=CC/15C/11C	1	1	17	16	1	0	0	0	0	6	1	1	6	0	0	8	C
*(CCCCCC$2/5)O(/4)CCCO($3)/11C/11C	1	1	13	11	2	0	0	0	0	6	2	1	6,6	0	0	1	C
*(CCCCCC$2/5)O(/4)OC^RCCC=CC/14C/10CC($3)/10C	1	1	18	16	2	0	0	0	0	6	2	1	6,6	0	0	5	C
*(CCCCCC$2/5)O(/4)OC^XCCC=CC/14C/10C=^ZC($3)/10C	1	1	18	16	2	0	0	0	0	6	2	1	6,6	0	0	5	C
*(CCCCCC$2/5)OC(/4)O(/3)CC=CC/13C	1	1	14	12	2	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/5)OC(CCCCCC$10/11)C	1	1	15	14	1	0	0	0	0	12	2	2	6,6	0	0	1	C
*(CCCCCC$2/5)OC(CCCCCC$10/4)OC(CCCCCC$18)/17=O/9=O	1	1	24	20	4	0	0	0	0	18	3	3	6,6,6	2	2	1	C
*(CCCCCC$2/5)OCC	1	1	9	8	1	0	0	0	0	6	1	1	6	0	0	2	C
*(CCCCCC$2/5)OCC=CC/11C	1	1	12	11	1	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/5)OCC=CC/11C(/4)O	1	1	13	11	2	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/5)OCCC/10C(/3)C	1	1	12	11	1	0	0	0	0	6	1	1	6	0	0	3	C
*(CCCCCC$2/5)OCCCC(/3)C	1	1	12	11	1	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/5)OCCCCCCO/14=O	1	1	15	12	3	0	0	0	0	6	1	1	6	1	1	6	C
*(CCCCCC$2/5)OC^XC($4)/9C	1	1	10	9	1	0	0	0	0	6	2	1	5,6	0	0	1	C
*(CCCCCC$2/5)SN/8=O/8=O	1	1	10	6	2	1	1	0	0	6	1	1	6	0	0	0	C
*(CCCCCC$2/6)C(/3)C	1	1	8	8	0	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCCC$2/6)C=^ECCO/10=O(/4)OC(/3)O	1	1	14	10	4	0	0	0	0	6	1	1	6	1	1	3	C
*(CCCCCC$2/6)C=^ZCCO($5/3)O/10=O	1	1	12	9	3	0	0	0	0	6	2	1	6,6	1	1	0	C
*(CCCCCC$2/6)C=^ZCCO($5/3)O/10C/10C	1	1	13	11	2	0	0	0	0	6	2	1	6,6	0	0	1	C
*(CCCCCC$2/6)C=^ZCCO($5/4)O/10C/10C(/3)CC=CC/17C	1	1	18	16	2	0	0	0	0	6	2	1	6,6	0	0	4	C
*(CCCCCC$2/6)CC=CC/10C(/5)O(/3)OC	1	1	14	12	2	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/6)CC=CC/10C(/5)O(/4)O(/3)CC=CC/17C	1	1	18	16	2	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/6)CC=CC/10C(/5)OCC=^ZC($4)/14C/14C	1	1	17	16	1	0	0	0	0	6	2	1	6,6	0	0	4	C
*(CCCCCC$2/6)CC^RC^RCOC$9/11=O/10C(CCCCCC$16/19)O(/18)OC(/4)OC(/3)O	1	1	26	20	6	0	0	0	0	12	3	2	5,6,6	1	1	1	C
*(CCCCCC$2/6)CC^XC^XC(CCCCCC$12/15)OC(/14)OC/10COC$9/24=O(/4)OC(/3)O	1	1	27	21	6	0	0	0	0	12	3	2	5,6,6	1	1	1	C
*(CCCCCC$2/6)CO/8=O(/4)OC(/3)O	1	1	12	8	4	0	0	0	0	6	1	1	6	1	1	1	C
*(CCCCCC$2/6)N(/3)COC/9=O	1	1	11	8	2	1	0	0	0	6	1	1	6	1	1	1	C
*(CCCCCC$2/6)O(/5)C(/4)O(/3)C=O	1	1	11	8	3	0	0	0	0	6	1	1	6	1	0	1	C
*(CCCCCC$2/6)O(/5)CC=C/9C/9C(/3)O	1	1	13	11	2	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/6)O(/5)O(/4)CC=CC/12C	1	1	13	11	2	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/6)O(/5)OC(/4)CC=CC/13C	1	1	14	12	2	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/6)OC(/3)O	1	1	9	7	2	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCCC$2/6)OC(/5)OC(/3)OC	1	1	12	9	3	0	0	0	0	6	1	1	6	0	0	1	C
*(CCCCCC$2/6)OC(/5)OCO($4)	1	1	11	8	3	0	0	0	0	6	2	1	5,6	0	0	1	C
*(CCCCCC$2/7)O(/4)CC=C/9C/9C	1	1	12	11	1	0	0	0	0	6	1	1	6	0	0	4	C
*(CCCCCC$2/7)O(/4)COC/9=O	1	1	11	8	3	0	0	0	0	6	1	1	6	1	1	1	C
*(CCCCCC$2/7)O(/5)O(/3)O	1	1	9	6	3	0	0	0	0	6	1	1	6	0	0	0	C
*(CCCCCC$2/7)O(/5)O(/4)CC=^ZC(CCCCCC$13/16)O(/15)O/12O($3)/10=O	1	1	21	15	6	0	0	0	0	12	3	2	6,6,6	1	0	0	C
*(CCCCCC$2/7)O(/5)O(/4)CC=^ZC(CCCCCC$13/16)O/12O($3)/10=O	1	1	20	15	5	0	0	0	0	12	3	2	6,6,6	1	0	0	C
*(CCCCCC$2/7)O(/5)OC(/4)C=^ECCO($3)/13=O/12COC$11/16=O	1	1	18	12	6	0	0	0	0	6	3	1	5,6,6	2	2	1	C
*(CCCCCC$2/7)O(/5)OC(/4)CC=^EC(CCCCCC$14/17)O/11=O(/3)O	1	1	21	16	5	0	0	0	0	12	2	2	6,6	1	0	3	C
*(CCCCCC$2/7)O(/5)OC^R(CCCCCC$11/14)O/10C^R(CCCCCC$19)/18($4/23)O(/21)O	1	1	25	20	5	0	0	0	0	18	4	3	5,6,6,6	0	0	0	C
*(CCCCCC$2/7)O(/6)C=^ZCCO($5/4)C^XCCO($3)/15=O/13CCC/11C/11C	1	1	21	17	4	0	0	0	0	6	3	1	6,6,6	1	1	3	C
*(CCCCCC$2/7)OC(/4)C=^ZCCO($3)/12=O	1	1	13	10	3	0	0	0	0	6	2	1	6,6	1	1	1	C
*(CCCCCCC$3/4CCC$2/11)O(/10)C(/8)=O(/6)N(/5)=O	1	1	15	11	3	1	0	0	0	10	2	2	6,6	2	0	1	C
*(CCCCCCC$3/4NCC$2/7)OC	1	1	12	10	1	1	0	0	0	10	2	2	6,6	0	0	1	C
*(CCCCCCCC$4/3CCCC$2/12)OCO($11/10)OC(/9)OC(/8)OCO($7/5)*	1	1	22	16	6	0	0	0	0	12	4	2	5,5,6,6	0	0	1	C
*(CCCCCCCC$4/3CCCCCCCC$12/11NC$2/19)CC/20C(/7)F	1	1	22	20	0	1	0	0	1	18	3	3	6,6,6	0	0	3	C
*(CCCCCCCC$4/5N$2/3)C=O	1	1	11	9	1	1	0	0	0	9	2	2	5,6	1	0	1	C
*(CCCCCCCCC$5/4CCC$2/11)OC(/10)O(/8)O(/7)CC=^ZC(CCCCCC$21/24)OC/20O($6)/18=O	1	1	29	23	6	0	0	0	0	18	4	3	6,6,6,6	1	0	1	C
*(CCCCCCCCC$5/4CCC$2/13)O(/12)O(/8)O(/6)O(/3)O	1	1	17	12	5	0	0	0	0	12	2	2	6,6	0	0	0	C
*(CCCCCCCCC$5/6C$2/3)*	1	1	10	10	0	0	0	0	0	10	2	2	6,6	0	0	0	C
*(CCCCCCCCC$5/6N$3/4CCN$2)	1	1	13	11	0	2	0	0	0	13	3	3	5,6,6	0	0	0	C
*(CCCCCCCCCC$6/7CCCC$2/13$4/15)CCO/17=O(/11)O(/9)O(/5)O(/3)O	1	1	22	16	6	0	0	0	0	14	3	3	6,6,6	1	1	2	C
*(CCCCCO$3/4CCC$2/10)Cl(/9)O(/8)O(/5)C(CCCCCC$15)/14=O	1	1	20	15	4	0	0	0	1	15	3	3	5,6,6	1	0	1	C
*(CCCCNCCCC$6/5CC$2)	1	1	11	10	0	1	0	0	0	11	2	2	5,6	0	0	0	C
*(CCCCNCCCCCCC$8/7CC$4/5CC$2/13)Cl(/9)Cl	1	1	18	15	0	1	0	0	2	16	3	3	6,6,6	0	0	0	C
*(CCCOC$2/6)C(/3)C	1	1	7	6	1	0	0	0	0	5	1	1	5	0	0	1	C
*(CCNCC$2/4)CCC/8C/8C(/3)C=O	1	1	12	10	1	1	0	0	0	5	1	1	5	1	0	3	C
*(CNCCCCC$3/4NC$2/10)C(/5)C	1	1	11	9	0	2	0	0	0	9	2	2	5,6	0	0	1	C
*(CNCCNC$2/5)CN=^ZCN($4)/10N/8=O	1	1	12	6	1	5	0	0	0	6	2	1	6,6	1	0	0	C
*(CNCCNC$2/5)NC=^ZNC($4)/11=O/9N	1	1	12	6	1	5	0	0	0	6	2	1	6,6	1	0	0	C
*(CNCCNCSC$5/4SC$2/7)CC/12C	1	1	13	9	0	2	2	0	0	10	2	2	5,5	0	0	3	C
*(CNCCNCSC$5/4SC$2/7)C^SC=^ECC=^ECCC/17C/12C	1	1	19	15	0	2	2	0	0	10	2	2	5,5	0	0	8	C
*(CNCCNCSC$5/4SC$2/7)C^XC=^ECC=^ECCC/17C/12C	1	1	19	15	0	2	2	0	0	10	2	2	5,5	0	0	8	C
*(CNCSC$2/4)C^XN=^ZCCC/10=C/9SC$7	1	1	13	9	0	2	2	0	0	5	2	1	5,5	0	0	3	C
*(NCCCC$2/6)C(/4)CCS(CNCCCCCC$13/14N$11/3)C/8=O	1	1	20	15	1	3	1	0	0	14	3	3	5,5,6	1	0	2	N
*(NCCCC$2/6CCCC$5/4CCCC$3)	1	1	13	12	0	1	0	0	0	13	3	3	5,6,6	0	0	0	N
*(NCCCCCC$3/4NC$2)	1	1	9	7	0	2	0	0	0	9	2	2	5,6	0	0	0	N
*(NCCCCCC$3/4NCCNCNC$2/15$10/13)=O(/11)=O(/7)C(/6)C(/5)O	1	1	19	12	3	4	0	0	0	14	3	3	6,6,6	2	0	1	N
*(NCCCCCCC$4/3CCC$2/12)CCCO/15=O(/7)C	1	1	17	14	2	1	0	0	0	11	2	2	5,6	1	1	3	N
*(NCCCCCCC$4/3CCC$2/12)CCCO/15=O(/7)F	1	1	17	13	2	1	0	0	1	11	2	2	5,6	1	1	3	N
*(NCCCCCCC$4/3CCC$2/12)CCCO/15=O(/7)OC	1	1	18	14	3	1	0	0	0	11	2	2	5,6	1	1	3	N
*(NCCCCCCC$4/3CNC$2/12)SCCNCCOCC$16	1	1	20	15	1	3	1	0	0	11	3	2	5,6,6	0	0	2	N
*(NCCCCCCCC$2/9$4/10)=O(/6)CN(CCCCCC$14/16)CO/20=O/12=O(/3)=O	1	1	23	16	5	2	0	0	0	15	3	3	5,5,6	4	1	4	N
*(NCCCCCCCC$2/9$4/10)=O(/6)CN(CCCCCC$14/16)OC/12=O(/3)=O	1	1	22	16	4	2	0	0	0	15	3	3	5,5,6	3	0	4	N
*(NCCCNCN$3/4NCC$2/11)=O(/10)C(/7)O(/5)=O	1	1	14	7	3	4	0	0	0	10	2	2	6,6	2	0	1	N
*(NCCCNCN$3/4NCC$2/11)C(/10)C(/7)=O(/5)=O	1	1	14	8	2	4	0	0	0	10	2	2	6,6	2	0	1	N
*(NCCCNCN$3/4NCC$2/11)O(/10)C(/7)=O(/5)=O	1	1	14	7	3	4	0	0	0	10	2	2	6,6	2	0	1	N
*(NCCNC$2/4CCCC$3/6)C	1	1	10	8	0	2	0	0	0	9	2	2	5,6	0	0	1	N
*(NCCNC$2/4CNCN$3/9)NCCCCCC$12/15O(/6)N(CCCCCC$20/25)F(/23)F(/21)F	1	1	27	17	1	6	0	0	3	15	4	3	5,6,6,6	0	0	0	N
*(NCCNC$2/6)NCCCCC$7(/4)NCNC($3)/16=O/15C/14=O/13C	1	1	19	12	2	5	0	0	0	5	3	1	5,6,6	2	0	1	N
*(NCCNC$2/6)NCCOCC$7(/4)NCNC($3)/16=O/14=O/13C	1	1	18	10	3	5	0	0	0	5	3	1	5,6,6	2	0	1	N
*(NCCNC$2/6)SCC/8C(/4)NCNC($3)/14=O/12=O/11C	1	1	16	9	2	4	1	0	0	5	2	1	5,6	2	0	3	N
*(NCCNCCCCCC$2/11$6/4CNCN$3/14)=O(/12)=O(/9)N(/8)C	1	1	18	11	2	5	0	0	0	14	3	3	6,6,6	2	0	1	N
*(NCCNCCCCCC$2/11$6/4CNCN$3/14)=O(/12)=O(/9)NC(/8)C	1	1	19	12	2	5	0	0	0	14	3	3	6,6,6	2	0	1	N
*(NCCNCCCCCCCC$2/13CCCC$12/11$3/10CNC$9/8$4/7CCCC$6/20)=O(/18)=O(/5)*	1	1	25	20	2	3	0	0	0	23	6	6	5,5,5,5,6,6	2	0	0	N
*(NCCNCCNCNC$2/11$6/4CCCC$3/14)C(/13)C(/9)=O(/7)=O(/5)S=O/20=O/20O	1	1	22	12	5	4	1	0	0	14	3	3	6,6,6	2	0	1	N
*(NCCNCCNCNC$2/11$6/4CCCC$3/14)NC/16C(/13)C(/9)=O(/7)=O	1	1	20	13	2	5	0	0	0	14	3	3	6,6,6	2	0	1	N
*1(CCCCCC$2/3)N*2/8C(CCCCCC$11/13)NCC/18=O	1	1	18	15	1	2	0	0	0	12	2	2	6,6	1	0	2	C
*1(CCCCCC$2/3)N*2/8C(CCCCCC$11/13)NCOCC$17/18=O	1	1	20	16	2	2	0	0	0	12	3	2	5,6,6	1	1	1	C
*1(CCCCCC$2/3)N*2/8C(CCCCCC$11/14)NCCCCC$17/18=O	1	1	21	18	1	2	0	0	0	12	3	2	6,6,6	1	0	1	C
*1(CCCCCC$2/3)N*2/8C(CCCCCC$11/14)NCOCC$17/18=O	1	1	20	16	2	2	0	0	0	12	3	2	5,6,6	1	1	1	C
*1(CCCCCC$2/3)N*2/8C(CCCCCC$11/14)OCO($13)	1	1	17	14	2	1	0	0	0	12	3	2	5,6,6	0	0	1	C
*1(CCCCCC$2/3)N*2/8CC(CCCCCC$12)	1	1	15	14	0	1	0	0	0	12	2	2	6,6	0	0	2	C
*1(CCCCCC$2/5)CC^RC^ROCC^SC=^ZC($4/3)*2/13$9/12C/12C/10CCO$9/20=O	1	1	20	17	3	0	0	0	0	6	4	1	5,5,6,7	1	1	1	C
*1(CCCCCC$2/5)CO/8=O(/3)*2	1	1	9	7	2	0	0	0	0	6	1	1	6	1	1	1	C
*1(CCCCCC$2/5)O(/4)CO(/3)*2	1	1	9	7	2	0	0	0	0	6	1	1	6	0	0	1	C
*1(CCCCCC$2/5)OC(/3)*2	1	1	8	7	1	0	0	0	0	6	1	1	6	0	0	1	C
*1(CCCCCC$2/6)O(/4)O(/3)*2	1	1	8	6	2	0	0	0	0	6	1	1	6	0	0	0	C
*1(CCCCCC$2/6)O(/5)CC/9=O(/4)C(/3)*2	1	1	11	9	2	0	0	0	0	6	1	1	6	1	0	2	C
*1(CCCCCC$2/6)OC(/5)C(/3)*2	1	1	9	8	1	0	0	0	0	6	1	1	6	0	0	1	C
*1(CCCCCC$2/7)O(/5)O(/3)OC^R*2/11(CCCCCC$13/16)O	1	1	17	13	4	0	0	0	0	12	2	2	6,6	0	0	1	C
*1(CCCCCC$2/7)O(/5)OC(/3)OC^S*2/12(CCCCCC$14/17)OC	1	1	19	15	4	0	0	0	0	12	2	2	6,6	0	0	1	C
*1(CCCCCCCC$4/5S$2/3)*2	1	1	9	8	0	0	1	0	0	9	2	2	5,6	0	0	0	C
*1(CCCCCCCCC$5/6C$2/10)O(/8)OCC=^ECCCC=CC/20C/16C(/4)O(/3)*2	1	1	23	20	3	0	0	0	0	10	2	2	6,6	0	0	8	C
*1(CCCCCCCCC$5/6C$2/11)=O(/10)O(/8)C(/4)=O(/3)*2	1	1	14	11	3	0	0	0	0	10	2	2	6,6	2	0	1	C
*1(CCCCCCCCC$5/6C$2/11)=O(/9)OC(/7)O(/4)=O(/3)*2	1	1	15	11	4	0	0	0	0	10	2	2	6,6	2	0	1	C
*1(CCCCCCCCCC$2/10$5/11)O(/9)=O(/8)CC^ROC^S($7/6)=O/17C/15CCO/21=O(/4)O(/3)*2	1	1	23	16	7	0	0	0	0	10	3	2	6,6,6	3	1	2	C
*1(CCCCCCCCCCC$7/8C$4/5CC$2/13)C(/6)C(/3)*2	1	1	16	16	0	0	0	0	0	14	3	3	6,6,6	0	0	1	C
*1(CCCCCCCCCCC$7/8C$4/5CC$2/14)O(/13)=O(/12)O(/6)=O(/3)*2	1	1	18	14	4	0	0	0	0	14	3	3	6,6,6	2	0	0	C
*1(CCCCCCCCCCC$7/8CC$5/14C$2/13)=O(/12)O(/10)O(/6)=O(/4)O(/3)*2	1	1	19	14	5	0	0	0	0	14	3	3	6,6,6	2	0	0	C
*1(CCCCCCCCCCC$7/8CC$5/14C$2/13)=O(/12)O(/9)O(/6)=O(/4)O(/3)*2	1	1	19	14	5	0	0	0	0	14	3	3	6,6,6	2	0	0	C
*1(CCCCCCCCCCC$7/8CC$5/14C$2/13)=O(/12)O(/9)OC(/6)=O(/4)O(/3)*2	1	1	20	15	5	0	0	0	0	14	3	3	6,6,6	2	0	1	C
*1(CCCCCN$2/6)CO/8=O(/4)O(/3)*2	1	1	10	6	3	1	0	0	0	6	1	1	6	1	1	1	C
*1(CCCNCCCCCC$6/7C$4/3NCC$2/15CCCC$14/12)OC(/5)*2	1	1	20	17	1	2	0	0	0	18	4	4	5,5,6,6	0	0	1	C
